City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
645,Vargem Grande Do Sul,BR,74.37,clear sky,-21.8322,-46.8936,Edícula Charmosa com Piscina e Jardim em Condomínio Fechado
646,San Martin,AR,66.74,clear sky,-33.081,-68.4681,Club El Pelícano
647,Abnub,EG,99.93,clear sky,27.2696,31.1511,Romany Adly Gad
648,Santa Helena,BR,91.85,scattered clouds,-2.2311,-45.3,Turi Plaza Hotel
649,Bani,DO,86.86,broken clouds,18.2833,-70.3333,Hospedaje Henriquez
650,Hatillo,PR,89.49,broken clouds,18.4863,-66.8254,Hotel Parador El Buen Cafe
651,Yakovlevka,RU,71.46,overcast clouds,44.425,133.4772,
652,Coihaique,CL,47.01,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
653,Werda,BW,62.8,clear sky,-25.2667,23.2833,
654,Tevriz,RU,55.49,overcast clouds,57.509,72.4042,Postoyalyy Dvor
655,Inhambane,MZ,64.96,few clouds,-23.865,35.3833,Oceano
656,Atocha,BO,51.67,overcast clouds,-20.9333,-66.2333,hotel paseo madrid
657,Goroka,PG,60.15,overcast clouds,-6.0834,145.3873,Bird of Paradise Hotel & Apartments
658,Jabinyanah,TN,91.2,clear sky,35.035,10.9081,maison belmabrouk
659,Merrill,US,74.97,clear sky,45.1805,-89.6835,Prairie Motel
660,Ilhabela,BR,65.73,scattered clouds,-23.7781,-45.3581,Ilha Flat Hotel
661,Arkadak,RU,71.33,broken clouds,51.9326,43.4978,Khoper
662,Nizhniy Kuranakh,RU,60.06,overcast clouds,58.8353,125.4869,Park Pobedy
663,Bakchar,RU,57.02,overcast clouds,57.0186,82.0711,Kristina
664,Sumbe,AO,72.9,clear sky,-11.2061,13.8437,Hotel Ritz Sumbe
665,Alanya,TR,92.48,clear sky,36.5438,31.9998,Panorama Hotel
